ID,Name,Type,X,Y,Width,Height,Section Link,Direct Link
0:0,"Document",document,0,0,0,0,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=0%3A0","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=0%3A0&mode=design"
0:1,"Page 1",canvas,0,0,0,0,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=0%3A1","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=0%3A1&mode=design"
2:2454,"Page 2",canvas,0,0,0,0,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A2454","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A2454&mode=design"
2:3465,"AI리포트 > BID Report > Brand Identity",frame,12570,296,1920,1633,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3465","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3465&mode=design"
2:3466,"GNB",instance,12570,296,1920,90,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3466","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3466&mode=design"
I2:3466;40:10771,"Frame 317",frame,12590,326,617,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;40:10771","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;40:10771&mode=design"
I2:3466;5:2025,"Logo",instance,12590,326,192,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2025","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2025&mode=design"
I2:3466;5:2025;5:1634,"logo-black-horizontal",rectangle,12590,326,192,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2025;5:1634","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2025;5:1634&mode=design"
I2:3466;5:2127,"Frame 270",frame,12882,329,325,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2127","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2127&mode=design"
I2:3466;5:2123,"AI리포트",text,12882,329,75,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2123","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2123&mode=design"
I2:3466;5:2125,"AI디자인",text,13007,329,75,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2125","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2125&mode=design"
I2:3466;5:2126,"AI마케팅",text,13132,329,75,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2126","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;5:2126&mode=design"
I2:3466;40:11213,"Frame 318",frame,13714,316,756,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;40:11213","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;40:11213&mode=design"
I2:3466;62:38419,"Frame 406",frame,13714,316,223,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:38419","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:38419&mode=design"
I2:3466;10:1167,"유동적 버튼",instance,13714,316,110,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167&mode=design"
I2:3466;10:1167;5:2205,"Icon",instance,13744,329,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2205","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2205&mode=design"
I2:3466;10:1167;5:2205;4:2976,"Vector",vector,13746,345,20,7,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2205;4:2976","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2205;4:2976&mode=design"
I2:3466;10:1167;5:2205;4:2977,"Vector",vector,13751,330,10,10,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2205;4:2977","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2205;4:2977&mode=design"
I2:3466;10:1167;5:2206,"contact",text,13717,330,104,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2206","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;10:1167;5:2206&mode=design"
I2:3466;62:37767,"유동적 버튼",instance,13844,316,93,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767&mode=design"
I2:3466;62:37767;5:2205,"Icon",instance,13874,329,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2205","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2205&mode=design"
I2:3466;62:37767;5:2205;4:2976,"Vector",vector,13876,345,20,7,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2205;4:2976","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2205;4:2976&mode=design"
I2:3466;62:37767;5:2205;4:2977,"Vector",vector,13881,330,10,10,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2205;4:2977","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2205;4:2977&mode=design"
I2:3466;62:37767;5:2206,"contact",text,13847,330,87,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2206","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:37767;5:2206&mode=design"
I2:3466;62:38820,"Frame 407",frame,13967,316,503,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:38820","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:38820&mode=design"
I2:3466;62:39636,"유동적 버튼",frame,13967,316,151,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39636","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39636&mode=design"
I2:3466;62:39637,"Icon",instance,13988.5,330,22,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39637","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39637&mode=design"
I2:3466;62:39637;4:2976,"Vector",vector,13990.3330078125,344.6666564941406,18.333332061767578,6.4166669845581055,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39637;4:2976","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39637;4:2976&mode=design"
I2:3466;62:39637;4:2977,"Vector",vector,13994.9169921875,330.9166564941406,9.166666030883789,9.166666030883789,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39637;4:2977","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39637;4:2977&mode=design"
I2:3466;62:39638,"MY PAGE",text,14017.5,327.5,79,27,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39638","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39638&mode=design"
I2:3466;62:39953,"유동적 버튼",frame,14128,316,143,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39953","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39953&mode=design"
I2:3466;62:39954,"Icon",instance,14158,330,22,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39954","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39954&mode=design"
I2:3466;62:39954;5:1607,"Vector",vector,14158,330,22,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39954;5:1607","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39954;5:1607&mode=design"
I2:3466;62:39955,"LOGIN",text,14187,327.5,54,27,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39955","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:39955&mode=design"
I2:3466;62:40269,"유동적 버튼",frame,14281,316,189,50,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40269","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40269&mode=design"
I2:3466;62:40270,"Icon",instance,14316,329,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40270","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40270&mode=design"
I2:3466;62:40270;4:2916,"Vector",vector,14319,331.9999694824219,18.000028610229492,18.000028610229492,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40270;4:2916","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40270;4:2916&mode=design"
I2:3466;62:40271,"contact",text,14347,327.5,88,27,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40271","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3466;62:40271&mode=design"
2:3467,"Footer",instance,12570,1839,1920,90,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3467","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3467&mode=design"
I2:3467;9:807,"Logo",instance,12590,1869,192,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:807","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:807&mode=design"
I2:3467;9:807;5:1635,"logo-white-horizontal",rectangle,12590,1869,192,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:807;5:1635","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:807;5:1635&mode=design"
I2:3467;9:820,"Frame 272",frame,13873,1869,597,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:820","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:820&mode=design"
I2:3467;9:811,"T. 02-6417-3714",text,13873,1869,149,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:811","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:811&mode=design"
I2:3467;9:818,"|",text,14046,1869,6,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:818","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:818&mode=design"
I2:3467;9:817,"F. 070-4024-0271",text,14076,1869,160,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:817","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:817&mode=design"
I2:3467;9:819,"|",text,14260,1869,6,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:819","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:819&mode=design"
I2:3467;9:816,"E. edu@sugolab.kr",text,14290,1869,180,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:816","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3467;9:816&mode=design"
2:3468,"Rectangle 308",rectangle,12585,471,331,42,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3468","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3468&mode=design"
2:3469,"Frame 290",frame,12955,476,1150,1343,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3469","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3469&mode=design"
2:3470,"Frame 278",frame,12955,476,1150,405,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3470","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3470&mode=design"
2:3471,"title",instance,12984,506,1090,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3471","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3471&mode=design"
I2:3471;40:13918,"Left",frame,12984,506,150,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13918","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13918&mode=design"
I2:3471;56:2666,"Frame 388",frame,12984,506,116,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:2666","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:2666&mode=design"
I2:3471;40:13919,"브랜드 비전",text,12984,506,102,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13919","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13919&mode=design"
I2:3471;56:2658,"*",text,13089,506,11,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:2658","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:2658&mode=design"
I2:3471;40:13920,"Icon",instance,13110,506,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920&mode=design"
I2:3471;40:13920;5:1787,"Vector",vector,13112,508,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920;5:1787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920;5:1787&mode=design"
I2:3471;40:13920;5:1788,"Vector",vector,13119.08984375,512.9955444335938,5.830003261566162,6.0044755935668945,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920;5:1788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920;5:1788&mode=design"
I2:3471;40:13920;5:1789,"Vector 2",vector,13122,522,0,0.5,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920;5:1789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13920;5:1789&mode=design"
I2:3471;40:13921,"Right",frame,13478,506,596,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13921","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13921&mode=design"
I2:3471;56:6171,"추가하기",frame,13705,506,96,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6171","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6171&mode=design"
I2:3471;56:6172,"Icon",instance,13705,506,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172&mode=design"
I2:3471;56:6172;12:2060,"Vector",vector,13707,508,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2060","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2060&mode=design"
I2:3471;56:6172;12:2066,"Plus",frame,13712,513,10,10,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2066","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2066&mode=design"
I2:3471;56:6172;12:2067,"Vector 134",vector,13710.6357421875,511.6360397525852,12.72792049482996,12.727920494829561,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2067","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2067&mode=design"
I2:3471;56:6172;12:2068,"Vector 135",vector,13710.636039752586,511.63604736328125,12.72792049482814,12.727920494829618,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2068","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6172;12:2068&mode=design"
I2:3471;56:6173,"추가하기",text,13734,507,67,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6173","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;56:6173&mode=design"
I2:3471;40:13922,"0/500",text,14027,506,47,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13922","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13922&mode=design"
I2:3471;40:13923,"키워드 4개를 선택해주세요.",text,13868,507,206,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13923","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3471;40:13923&mode=design"
2:3472,"Text box",instance,12984,551,1090,300,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3472","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3472&mode=design"
I2:3472;24:3935,"텍스트를 입력해주세요.",text,13004,571,88,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3472;24:3935","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3472;24:3935&mode=design"
2:3473,"Frame 280",frame,12955,901,1150,405,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3473","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3473&mode=design"
2:3474,"title",instance,12984,931,1090,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3474","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3474&mode=design"
I2:3474;40:13918,"Left",frame,12984,931,169,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13918","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13918&mode=design"
I2:3474;56:2666,"Frame 388",frame,12984,931,135,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:2666","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:2666&mode=design"
I2:3474;40:13919,"브랜드 비전",text,12984,931,121,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13919","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13919&mode=design"
I2:3474;56:2658,"*",text,13108,931,11,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:2658","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:2658&mode=design"
I2:3474;40:13920,"Icon",instance,13129,931,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920&mode=design"
I2:3474;40:13920;5:1787,"Vector",vector,13131,933,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920;5:1787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920;5:1787&mode=design"
I2:3474;40:13920;5:1788,"Vector",vector,13138.08984375,937.9955444335938,5.830003261566162,6.0044755935668945,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920;5:1788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920;5:1788&mode=design"
I2:3474;40:13920;5:1789,"Vector 2",vector,13141,947,0,0.5,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920;5:1789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13920;5:1789&mode=design"
I2:3474;40:13921,"Right",frame,13478,931,596,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13921","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13921&mode=design"
I2:3474;56:6171,"추가하기",frame,13705,931,96,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6171","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6171&mode=design"
I2:3474;56:6172,"Icon",instance,13705,931,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172&mode=design"
I2:3474;56:6172;12:2060,"Vector",vector,13707,933,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2060","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2060&mode=design"
I2:3474;56:6172;12:2066,"Plus",frame,13712,938,10,10,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2066","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2066&mode=design"
I2:3474;56:6172;12:2067,"Vector 134",vector,13710.6357421875,936.6360397525852,12.72792049482996,12.727920494829505,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2067","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2067&mode=design"
I2:3474;56:6172;12:2068,"Vector 135",vector,13710.636039752586,936.6360473632812,12.72792049482814,12.727920494829618,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2068","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6172;12:2068&mode=design"
I2:3474;56:6173,"추가하기",text,13734,932,67,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6173","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;56:6173&mode=design"
I2:3474;40:13922,"0/500",text,14027,931,47,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13922","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13922&mode=design"
I2:3474;40:13923,"키워드 4개를 선택해주세요.",text,13868,932,206,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13923","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3474;40:13923&mode=design"
2:3475,"Text box",instance,12984,976,1090,300,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3475","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3475&mode=design"
I2:3475;24:3935,"텍스트를 입력해주세요.",text,13004,996,94,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3475;24:3935","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3475;24:3935&mode=design"
2:3476,"Frame 279",frame,12955,1326,1150,405,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3476","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3476&mode=design"
2:3477,"title",instance,12984,1356,1090,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3477","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3477&mode=design"
I2:3477;40:13918,"Left",frame,12984,1356,169,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;40:13918","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;40:13918&mode=design"
I2:3477;56:2666,"Frame 388",frame,12984,1356,135,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;56:2666","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;56:2666&mode=design"
I2:3477;40:13919,"브랜드 비전",text,12984,1356,121,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;40:13919","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;40:13919&mode=design"
I2:3477;56:2658,"*",text,13108,1356,11,25,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;56:2658","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3477;56:2658&mode=design"
